model_id,asteroid_id,lambda,beta,period,number,name,designation,reference_id,bibcode,R,R2
131,121,198,-32,5.98798,41.0,Daphne,,104,2002a&a...383l..19k,0.710603,0.753985
133,123,101,51,6.421417,44.0,Nysa,,104,2002a&a...383l..19k,0.595337,0.747245
232,182,333,-31,6.920509,624.0,Hektor,,104,2002a&a...383l..19k,0.321888,0.554266
1793,121,200,-32,5.987981,41.0,Daphne,,178,2019a&a...623a.132c,0.687422,0.755143
135,125,251,35,5.629958,52.0,Europa,,108,2004a&a...416..353m,0.764385,0.642775
154,136,35,33,7.23996,115.0,Thyra,,108,2004a&a...416..353m,0.862039,0.852786
212,169,83,61,4.113226,382.0,Dodona,,108,2004a&a...416..353m,0.575308,0.667852
213,169,249,54,4.113228,382.0,Dodona,,108,2004a&a...416..353m,0.541347,0.514007
463,125,259,39,5.629959,52.0,Europa,,147,2013icar..225..794m,0.799804,0.717985
136,126,156,13,7.022641,54.0,Alexandra,,120,2008mpbu...35..167w,0.779177,0.864822
171,147,107,-69,13.06133,167.0,Urda,,120,2008mpbu...35..167w,0.790672,0.971282
172,147,249,-68,13.06133,167.0,Urda,,120,2008mpbu...35..167w,0.730023,0.862594
215,170,3,30,9.02144,409.0,Aspasia,,120,2008mpbu...35..167w,0.87882,0.755727
259,199,39,17,3.833594,1022.0,Olympiada,,120,2008mpbu...35..167w,0.557508,0.686814
260,199,241,67,3.833596,1022.0,Olympiada,,120,2008mpbu...35..167w,0.578978,0.707973
142,129,44,83,8.28307,73.0,Klytia,,115,2008a&a...478..559m,0.638936,0.637041
143,129,266,68,8.28307,73.0,Klytia,,115,2008a&a...478..559m,0.745583,0.870667
208,167,47,67,11.6644,377.0,Campania,,115,2008a&a...478..559m,0.730941,0.646969
209,167,196,66,11.6644,377.0,Campania,,115,2008a&a...478..559m,0.719634,0.655056
210,168,130,60,4.440425,378.0,Holmia,,115,2008a&a...478..559m,0.849147,0.7847
211,168,286,76,4.440427,378.0,Holmia,,115,2008a&a...478..559m,0.855356,0.797379
142,129,44,83,8.28307,73.0,Klytia,,141,2011a&a...530a.134h,0.638936,0.637041
143,129,266,68,8.28307,73.0,Klytia,,141,2011a&a...530a.134h,0.745583,0.870667
146,131,164,-28,13.00079,82.0,Alkmene,,141,2011a&a...530a.134h,0.712268,0.862625
147,131,349,-33,13.00079,82.0,Alkmene,,141,2011a&a...530a.134h,0.71639,0.867785
161,141,326,67,5.168274,132.0,Aethra,,141,2011a&a...530a.134h,0.576947,0.626171
166,144,347,47,6.24472,152.0,Atala,,141,2011a&a...530a.134h,0.602053,0.634554
191,158,56,-81,29.6922,277.0,Elvira,,141,2011a&a...530a.134h,0.615843,0.731017
192,158,249,-79,29.6922,277.0,Elvira,,141,2011a&a...530a.134h,0.69395,0.950328
193,159,307,31,6.49387,278.0,Paulina,,141,2011a&a...530a.134h,0.621113,0.711045
194,159,118,38,6.49387,278.0,Paulina,,141,2011a&a...530a.134h,0.641673,0.766474
199,162,30,40,7.53138,311.0,Claudia,,141,2011a&a...530a.134h,0.448442,0.688588
200,162,214,43,7.53138,311.0,Claudia,,141,2011a&a...530a.134h,0.44555,0.677915
218,173,70,46,10.64977,484.0,Pittsburghia,,141,2011a&a...530a.134h,0.498147,0.598688
220,175,81,54,7.48431,516.0,Amherstia,,141,2011a&a...530a.134h,0.609231,0.75384
221,175,254,22,7.48431,516.0,Amherstia,,141,2011a&a...530a.134h,0.633035,0.781942
223,177,66,41,9.46889,534.0,Nassovia,,141,2011a&a...530a.134h,0.686259,0.697269
224,177,252,42,9.46888,534.0,Nassovia,,141,2011a&a...530a.134h,0.700197,0.713901
230,181,162,27,4.578717,614.0,Pia,,141,2011a&a...530a.134h,0.464984,0.65439
231,181,348,48,4.578719,614.0,Pia,,141,2011a&a...530a.134h,0.427806,0.604964
242,189,42,-9,6.99838,714.0,Ulula,,141,2011a&a...530a.134h,0.558279,0.732194
243,189,227,-14,6.99838,714.0,Ulula,,141,2011a&a...530a.134h,0.598331,0.757388
248,192,70,50,5.81894,770.0,Bali,,141,2011a&a...530a.134h,0.521044,0.745809
249,192,262,45,5.81894,770.0,Bali,,141,2011a&a...530a.134h,0.52377,0.792905
254,196,189,61,4.469742,915.0,Cosette,,141,2011a&a...530a.134h,0.538609,0.629761
255,196,350,56,4.469742,915.0,Cosette,,141,2011a&a...530a.134h,0.528746,0.648867
257,198,51,64,10.30708,1012.0,Sarema,,141,2011a&a...530a.134h,0.42358,0.537377
258,198,254,53,10.30707,1012.0,Sarema,,141,2011a&a...530a.134h,0.468771,0.723869
259,199,39,17,3.833594,1022.0,Olympiada,,141,2011a&a...530a.134h,0.557508,0.686814
260,199,241,67,3.833596,1022.0,Olympiada,,141,2011a&a...530a.134h,0.578978,0.707973
263,201,280,-71,3.035378,1088.0,Mitaka,,141,2011a&a...530a.134h,0.596356,0.571315
264,202,69,30,7.82401,1223.0,Neckar,,141,2011a&a...530a.134h,0.614364,0.70682
265,202,252,28,7.82401,1223.0,Neckar,,141,2011a&a...530a.134h,0.617805,0.704866
290,218,103,43,14.84547,68.0,Leto,,141,2011a&a...530a.134h,0.868533,0.958719
296,223,28,-72,14.4767,302.0,Clarissa,,141,2011a&a...530a.134h,0.441493,0.514942
297,223,190,-72,14.4767,302.0,Clarissa,,141,2011a&a...530a.134h,0.433398,0.506989
298,224,221,-47,8.58189,372.0,Palma,,141,2011a&a...530a.134h,0.809461,0.772245
299,224,44,17,8.58191,372.0,Palma,,141,2011a&a...530a.134h,0.818838,0.791685
301,226,294,41,7.87754,925.0,Alphonsina,,141,2011a&a...530a.134h,0.570386,0.622064
307,230,44,21,7.046671,13.0,Egeria,,141,2011a&a...530a.134h,0.814447,0.890613
309,231,95,-11,15.02986,14.0,Irene,,141,2011a&a...530a.134h,0.87344,0.849383
311,232,270,19,7.332527,37.0,Fides,,141,2011a&a...530a.134h,0.84971,0.910638
313,233,22,31,8.908483,40.0,Harmonia,,141,2011a&a...530a.134h,0.804488,0.848032
315,234,106,40,13.58364,42.0,Isis,,141,2011a&a...530a.134h,0.732857,0.787327
317,235,87,22,9.21819,62.0,Erato,,141,2011a&a...530a.134h,0.717129,0.787495
318,235,269,23,9.2182,62.0,Erato,,141,2011a&a...530a.134h,0.711098,0.779822
319,236,250,17,5.65534,69.0,Hesperia,,141,2011a&a...530a.134h,0.782939,0.818401
320,236,71,-2,5.65534,69.0,Hesperia,,141,2011a&a...530a.134h,0.782323,0.814146
321,237,359,30,35.251,97.0,Klotho,,141,2011a&a...530a.134h,0.736235,0.756546
323,238,339,-67,11.46514,119.0,Althaea,,141,2011a&a...530a.134h,0.610951,0.511075
324,238,181,-61,11.46514,119.0,Althaea,,141,2011a&a...530a.134h,0.638596,0.651842
325,239,139,64,11.86917,162.0,Laurentia,,141,2011a&a...530a.134h,0.724142,0.852236
326,239,313,51,11.86918,162.0,Laurentia,,141,2011a&a...530a.134h,0.728021,0.844169
327,240,32,48,11.97647,188.0,Menippe,,141,2011a&a...530a.134h,0.6501,0.762706
328,240,198,25,11.97648,188.0,Menippe,,141,2011a&a...530a.134h,0.673863,0.797849
329,241,224,-4,10.04008,258.0,Tyche,,141,2011a&a...530a.134h,0.700785,0.763967
330,241,40,-9,10.04007,258.0,Tyche,,141,2011a&a...530a.134h,0.692361,0.77955
331,242,157,18,9.22794,264.0,Libussa,,141,2011a&a...530a.134h,0.691527,0.598353
332,242,338,-9,9.22795,264.0,Libussa,,141,2011a&a...530a.134h,0.685668,0.624258
333,243,69,51,4.316011,291.0,Alice,,141,2011a&a...530a.134h,0.592965,0.585781
334,243,249,56,4.316011,291.0,Alice,,141,2011a&a...530a.134h,0.621201,0.604998
335,244,225,-35,12.07098,310.0,Margarita,,141,2011a&a...530a.134h,0.689142,0.769507
336,244,42,-33,12.07095,310.0,Margarita,,141,2011a&a...530a.134h,0.676734,0.766633
337,245,82,-39,10.20764,312.0,Pierretta,,141,2011a&a...530a.134h,0.683974,0.779876
338,245,256,-58,10.20765,312.0,Pierretta,,141,2011a&a...530a.134h,0.700923,0.789079
339,246,194,39,13.69552,336.0,Lacadiera,,141,2011a&a...530a.134h,0.777253,0.910077
340,246,37,54,13.69553,336.0,Lacadiera,,141,2011a&a...530a.134h,0.746839,0.876973
341,247,188,-43,8.00613,340.0,Eduarda,,141,2011a&a...530a.134h,0.568715,0.74246
342,247,18,-47,8.00613,340.0,Eduarda,,141,2011a&a...530a.134h,0.575178,0.724127
343,248,144,54,4.277186,354.0,Eleonora,,141,2011a&a...530a.134h,0.740565,0.713734
344,249,341,83,4.828994,355.0,Gabriella,,141,2011a&a...530a.134h,0.599806,0.570841
345,249,159,88,4.828994,355.0,Gabriella,,141,2011a&a...530a.134h,0.625582,0.611337
346,250,203,38,5.05502,367.0,Amicitia,,141,2011a&a...530a.134h,0.416072,0.626661
347,250,21,32,5.055021,367.0,Amicitia,,141,2011a&a...530a.134h,0.421537,0.616219
348,251,239,45,7.71097,376.0,Geometria,,141,2011a&a...530a.134h,0.966875,1.009222
349,251,63,53,7.71098,376.0,Geometria,,141,2011a&a...530a.134h,0.964547,1.009461
350,252,36,63,9.14639,399.0,Persephone,,141,2011a&a...530a.134h,0.541105,0.686792
351,252,231,33,9.14639,399.0,Persephone,,141,2011a&a...530a.134h,0.588202,0.764274
352,253,328,56,6.86788,400.0,Ducrosa,,141,2011a&a...530a.134h,0.566871,0.812865
353,253,158,62,6.86789,400.0,Ducrosa,,141,2011a&a...530a.134h,0.501428,0.757871
354,254,202,-45,15.77149,413.0,Edburga,,141,2011a&a...530a.134h,0.550649,0.622549
355,255,124,-30,16.132,436.0,Patricia,,141,2011a&a...530a.134h,0.704855,0.810195
356,255,339,-58,16.132,436.0,Patricia,,141,2011a&a...530a.134h,0.682831,0.788631
357,256,80,-88,4.83658,440.0,Theodora,,141,2011a&a...530a.134h,0.679115,0.715806
359,257,227,59,65.151,486.0,Cremona,,141,2011a&a...530a.134h,0.461922,0.684925
360,257,31,30,65.151,486.0,Cremona,,141,2011a&a...530a.134h,0.463229,0.643912
361,258,37,50,13.48705,499.0,Venusia,,141,2011a&a...530a.134h,0.661122,0.743874
362,258,212,46,13.48707,499.0,Venusia,,141,2011a&a...530a.134h,0.671184,0.743984
363,259,21,-71,7.74528,544.0,Jetta,,141,2011a&a...530a.134h,0.737342,0.903744
364,259,267,-89,7.74528,544.0,Jetta,,141,2011a&a...530a.134h,0.656978,0.794957
365,260,76,-26,7.16585,573.0,Recha,,141,2011a&a...530a.134h,0.456271,0.633103
367,261,274,-30,5.552482,590.0,Tomyris,,141,2011a&a...530a.134h,0.485212,0.65437
368,261,113,-35,5.552478,590.0,Tomyris,,141,2011a&a...530a.134h,0.482911,0.654604
369,262,173,44,13.5899,601.0,Nerthus,,141,2011a&a...530a.134h,0.744964,0.881599
370,262,20,32,13.59,601.0,Nerthus,,141,2011a&a...530a.134h,0.76893,0.917837
371,263,183,20,12.29067,606.0,Brangane,,141,2011a&a...530a.134h,0.637363,0.775502
372,263,354,26,12.29064,606.0,Brangane,,141,2011a&a...530a.134h,0.657332,0.808104
373,264,40,33,3.763598,629.0,Bernardina,,141,2011a&a...530a.134h,0.334548,0.580831
374,264,236,48,3.763597,629.0,Bernardina,,141,2011a&a...530a.134h,0.315171,0.524348
375,265,183,-2,5.902203,631.0,Philippina,,141,2011a&a...530a.134h,0.551233,0.720793
376,266,197,87,50.387,685.0,Hermia,,141,2011a&a...530a.134h,0.385148,0.477108
377,266,29,79,50.387,685.0,Hermia,,141,2011a&a...530a.134h,0.363214,0.522377
378,267,87,-55,14.219,695.0,Bella,,141,2011a&a...530a.134h,0.524237,0.678827
379,267,314,-56,14.21899,695.0,Bella,,141,2011a&a...530a.134h,0.504251,0.577755
380,268,5,36,9.82591,753.0,Tiflis,,141,2011a&a...530a.134h,0.484404,0.728822
381,268,199,57,9.8259,753.0,Tiflis,,141,2011a&a...530a.134h,0.48626,0.664879
382,269,345,37,4.460963,800.0,Kressmannia,,141,2011a&a...530a.134h,0.78212,0.975759
383,269,172,34,4.460962,800.0,Kressmannia,,141,2011a&a...530a.134h,0.774999,0.978357
384,270,26,54,30.6297,808.0,Merxia,,141,2011a&a...530a.134h,0.48446,0.634991
385,270,192,57,30.6296,808.0,Merxia,,141,2011a&a...530a.134h,0.498523,0.641802
386,271,12,67,4.38547,810.0,Atossa,,141,2011a&a...530a.134h,0.509206,0.571873
387,271,188,69,4.38547,810.0,Atossa,,141,2011a&a...530a.134h,0.542325,0.602632
388,272,46,48,6.93981,825.0,Tanina,,141,2011a&a...530a.134h,0.539105,0.593093
389,272,231,60,6.93981,825.0,Tanina,,141,2011a&a...530a.134h,0.531727,0.566853
390,273,242,46,18.35123,832.0,Karin,,141,2011a&a...530a.134h,0.517595,0.713111
391,273,59,44,18.35121,832.0,Karin,,141,2011a&a...530a.134h,0.477897,0.633373
392,274,341,18,14.8247,847.0,Agnia,,141,2011a&a...530a.134h,0.526504,0.709214
393,274,162,13,14.82471,847.0,Agnia,,141,2011a&a...530a.134h,0.519984,0.715555
394,275,187,-60,9.87485,889.0,Erynia,,141,2011a&a...530a.134h,0.384889,0.468205
395,275,335,-74,9.87484,889.0,Erynia,,141,2011a&a...530a.134h,0.405003,0.498408
396,276,120,-52,8.16534,934.0,Thuringia,,141,2011a&a...530a.134h,0.617775,0.744152
397,277,220,35,10.23666,1002.0,Olbersia,,141,2011a&a...530a.134h,0.590105,0.772728
398,277,16,54,10.23666,1002.0,Olbersia,,141,2011a&a...530a.134h,0.559345,0.814841
399,278,332,5,5.79499,1087.0,Arabis,,141,2011a&a...530a.134h,0.467597,0.550115
400,278,155,25,5.795,1087.0,Arabis,,141,2011a&a...530a.134h,0.455464,0.55589
401,279,25,-34,5.10532,1102.0,Pepita,,141,2011a&a...530a.134h,0.582036,0.803065
402,279,231,-30,5.10532,1102.0,Pepita,,141,2011a&a...530a.134h,0.602337,0.808284
403,280,12,-73,9.78693,1140.0,Crimea,,141,2011a&a...530a.134h,0.43821,0.537583
404,280,175,-22,9.78694,1140.0,Crimea,,141,2011a&a...530a.134h,0.532101,0.745508
405,281,146,-3,6.54448,1148.0,Rarahu,,141,2011a&a...530a.134h,0.355914,0.674017
406,281,327,-2,6.54448,1148.0,Rarahu,,141,2011a&a...530a.134h,0.361519,0.589857
407,282,51,-60,9.0713,1207.0,Ostenia,,141,2011a&a...530a.134h,0.576043,0.776743
408,282,183,-63,9.07129,1207.0,Ostenia,,141,2011a&a...530a.134h,0.597567,0.856448
409,283,109,34,5.584139,1291.0,Phryne,,141,2011a&a...530a.134h,0.378155,0.634519
410,283,281,56,5.584139,1291.0,Phryne,,141,2011a&a...530a.134h,0.357044,0.615387
411,284,39,41,7.31968,1301.0,Yvonne,,141,2011a&a...530a.134h,0.456269,0.577687
412,285,38,-86,4.87932,1333.0,Cevenola,,141,2011a&a...530a.134h,0.383483,0.604979
413,285,220,-44,4.87932,1333.0,Cevenola,,141,2011a&a...530a.134h,0.461476,0.768051
414,286,268,23,3.081545,1382.0,Gerti,,141,2011a&a...530a.134h,0.650617,0.745392
415,286,87,28,3.081545,1382.0,Gerti,,141,2011a&a...530a.134h,0.656224,0.748635
416,287,22,76,8.11957,1419.0,Danzig,,141,2011a&a...530a.134h,0.28823,0.480354
417,287,193,62,8.11957,1419.0,Danzig,,141,2011a&a...530a.134h,0.411288,0.697127
418,288,262,-68,10.48965,1482.0,Sebastiana,,141,2011a&a...530a.134h,0.496214,0.709051
419,288,91,-67,10.48966,1482.0,Sebastiana,,141,2011a&a...530a.134h,0.456326,0.621993
420,289,251,75,10.42468,1514.0,Ricouxa,,141,2011a&a...530a.134h,0.499145,0.764617
421,289,68,69,10.42468,1514.0,Ricouxa,,141,2011a&a...530a.134h,0.475612,0.552556
422,290,109,-68,6.67597,1568.0,Aisleen,,141,2011a&a...530a.134h,0.308573,0.5059
423,291,5,-38,5.86427,1635.0,Bohrmann,,141,2011a&a...530a.134h,0.640195,0.66281
424,291,185,-36,5.86428,1635.0,Bohrmann,,141,2011a&a...530a.134h,0.634413,0.671115
425,292,259,-71,5.01327,1659.0,Punkaharju,,141,2011a&a...530a.134h,0.504847,0.64664
426,292,75,-22,5.01327,1659.0,Punkaharju,,141,2011a&a...530a.134h,0.54458,0.713006
427,293,232,32,3.37485,1682.0,Karel,,141,2011a&a...530a.134h,0.556083,0.631102
428,293,51,41,3.374855,1682.0,Karel,,141,2011a&a...530a.134h,0.573926,0.635525
429,294,165,-61,7.30517,1709.0,Ukraina,,141,2011a&a...530a.134h,0.230837,0.433116
430,294,2,-40,7.30517,1709.0,Ukraina,,141,2011a&a...530a.134h,0.246776,0.418093
431,295,198,57,8.5327,1742.0,Schaifers,,141,2011a&a...530a.134h,0.380114,0.84021
432,295,46,55,8.53271,1742.0,Schaifers,,141,2011a&a...530a.134h,0.40214,0.857074
433,296,227,31,5.28796,1747.0,Wright,,141,2011a&a...530a.134h,0.469599,0.760577
434,297,22,-76,17.5157,1889.0,Pakhmutova,,141,2011a&a...530a.134h,0.43022,0.5336
435,297,167,-40,17.5157,1889.0,Pakhmutova,,141,2011a&a...530a.134h,0.475086,0.72178
436,298,32,17,13.05361,1930.0,Lucifer,,141,2011a&a...530a.134h,0.495884,0.763132
437,298,211,-19,13.0536,1930.0,Lucifer,,141,2011a&a...530a.134h,0.498117,0.816032
438,299,49,74,5.622153,2156.0,Kate,,141,2011a&a...530a.134h,0.257989,0.450128
439,300,125,-65,4.18297,3678.0,Mongmanwai,,141,2011a&a...530a.134h,0.338761,0.435482
440,301,107,40,4.332994,4483.0,Petofi,,141,2011a&a...530a.134h,0.296335,0.384836
719,132,72,68,5.183641,87.0,Sylvia,,151,2014icar..239..118b,0.598526,0.695971
152,135,149,-55,10.9258,110.0,Lydia,,113,2007a&a...465..331d,0.776712,0.662102
153,135,331,-61,10.9258,110.0,Lydia,,113,2007a&a...465..331d,0.779146,0.675492
157,138,95,68,3.968198,125.0,Liberatrix,,113,2007a&a...465..331d,0.741276,0.835108
158,138,280,74,3.968199,125.0,Liberatrix,,113,2007a&a...465..331d,0.73485,0.8281
160,140,64,-88,5.224664,130.0,Elektra,,113,2007a&a...465..331d,0.675665,0.799671
178,151,111,-41,8.332826,196.0,Philomela,,113,2007a&a...465..331d,0.717153,0.776426
179,151,276,-49,8.332827,196.0,Philomela,,113,2007a&a...465..331d,0.723723,0.780842
184,154,305,17,6.337172,218.0,Bianca,,113,2007a&a...465..331d,0.840281,0.927962
197,161,79,-35,8.73875,306.0,Unitas,,113,2007a&a...465..331d,0.738303,0.800844
198,161,253,-17,8.73875,306.0,Unitas,,113,2007a&a...465..331d,0.709541,0.745187
217,172,351,4,4.775377,423.0,Diotima,,113,2007a&a...465..331d,0.847555,0.886478
251,194,347,12,7.66701,776.0,Berbericia,,113,2007a&a...465..331d,0.871179,0.899449
155,137,359,8,5.550877,121.0,Hermione,,131,2009icar..203...88d,0.460124,0.528751
156,137,3,15,5.550877,121.0,Hermione,,131,2009icar..203...88d,0.529363,0.587491
1810,139,205,63,4.95716,129.0,Antigone,,129,2009a&a...498..313m,0.65981,0.739081
169,146,125,-33,11.03318,160.0,Una,,129,2009a&a...498..313m,0.906261,0.912512
170,146,308,-41,11.03316,160.0,Una,,129,2009a&a...498..313m,0.894863,0.906544
247,191,304,-60,9.4148,747.0,Winchester,,129,2009a&a...498..313m,0.859869,0.882548
253,195,223,-40,4.116391,849.0,Ara,,129,2009a&a...498..313m,0.66926,0.743592
167,145,30,-64,14.20569,158.0,Koronis,,105,2003icar..162..285s,0.597761,0.587209
171,147,107,-69,13.06133,167.0,Urda,,105,2003icar..162..285s,0.790672,0.971282
172,147,249,-68,13.06133,167.0,Urda,,105,2003icar..162..285s,0.730023,0.862594
191,158,56,-81,29.6922,277.0,Elvira,,105,2003icar..162..285s,0.615843,0.731017
192,158,249,-79,29.6922,277.0,Elvira,,105,2003icar..162..285s,0.69395,0.950328
199,162,30,40,7.53138,311.0,Claudia,,105,2003icar..162..285s,0.448442,0.688588
200,162,214,43,7.53138,311.0,Claudia,,105,2003icar..162..285s,0.44555,0.677915
201,163,95,-60,2.8708658,321.0,Florentina,,105,2003icar..162..285s,0.508176,0.541304
202,163,267,-66,2.8708658,321.0,Florentina,,105,2003icar..162..285s,0.495588,0.525326
223,177,66,41,9.46889,534.0,Nassovia,,105,2003icar..162..285s,0.686259,0.697269
224,177,252,42,9.46888,534.0,Nassovia,,105,2003icar..162..285s,0.700197,0.713901
244,190,239,40,8.91861,720.0,Bohlinia,,105,2003icar..162..285s,0.587137,0.550418
245,190,33,52,8.91862,720.0,Bohlinia,,105,2003icar..162..285s,0.618496,0.624145
264,202,69,30,7.82401,1223.0,Neckar,,105,2003icar..162..285s,0.614364,0.70682
265,202,252,28,7.82401,1223.0,Neckar,,105,2003icar..162..285s,0.617805,0.704866
4379,153,202,61,14.08574,208.0,Lacrimosa,,105,2003icar..162..285s,0.675452,0.6558
4380,153,16,60,14.08574,208.0,Lacrimosa,,105,2003icar..162..285s,0.680975,0.681101
173,148,67,-87,80.166,182.0,Elsa,,128,2009mpbu...36...40p,0.519937,0.79425
174,148,222,-85,80.166,182.0,Elsa,,128,2009mpbu...36...40p,0.45048,0.567573
175,149,200,52,6.441111,184.0,Dejopeja,,117,2007a&a...473..633m,0.839929,0.879986
176,149,18,54,6.44111,184.0,Dejopeja,,117,2007a&a...473..633m,0.840195,0.864981
189,157,9,-4,6.3192,276.0,Adelheid,,117,2007a&a...473..633m,0.816493,0.88229
190,157,199,-20,6.3192,276.0,Adelheid,,117,2007a&a...473..633m,0.853409,0.915184
225,178,209,41,4.292623,556.0,Phyllis,,117,2007a&a...473..633m,0.574844,0.680442
226,178,34,54,4.292622,556.0,Phyllis,,117,2007a&a...473..633m,0.644742,0.798848
196,160,251,22,6.895222,283.0,Emma,,111,2006a&a...459..663m,0.615043,0.833733
235,184,310,-77,4.294032,665.0,Sabine,,111,2006a&a...459..663m,0.630105,0.712545
239,187,177,17,8.61798,690.0,Wratislavia,,111,2006a&a...459..663m,0.749408,0.667276
240,187,359,45,8.61799,690.0,Wratislavia,,111,2006a&a...459..663m,0.721234,0.66004
196,160,251,22,6.895222,283.0,Emma,,124,,0.615043,0.833733
205,165,184,-29,9.18041,350.0,Ornamenta,,134,2009a&a...508.1503m,0.79007,0.77987
250,193,64,-78,5.890423,771.0,Libera,,134,2009a&a...508.1503m,0.569906,0.690774
256,197,245,52,5.778025,984.0,Gretia,,134,2009a&a...508.1503m,0.482747,0.623961
1836,172,354,0,4.775377,423.0,Diotima,,167,2018icar..299...84h,0.751976,0.670002
365,260,76,-26,7.16585,573.0,Recha,,167,2018icar..299...84h,0.456271,0.633103
367,261,274,-30,5.552482,590.0,Tomyris,,167,2018icar..299...84h,0.485212,0.65437
368,261,113,-35,5.552478,590.0,Tomyris,,167,2018icar..299...84h,0.482911,0.654604
399,278,332,5,5.79499,1087.0,Arabis,,167,2018icar..299...84h,0.467597,0.550115
400,278,155,25,5.795,1087.0,Arabis,,167,2018icar..299...84h,0.455464,0.55589
405,281,146,-3,6.54448,1148.0,Rarahu,,167,2018icar..299...84h,0.355914,0.674017
406,281,327,-2,6.54448,1148.0,Rarahu,,167,2018icar..299...84h,0.361519,0.589857
407,282,51,-60,9.0713,1207.0,Ostenia,,167,2018icar..299...84h,0.576043,0.776743
408,282,183,-63,9.07129,1207.0,Ostenia,,167,2018icar..299...84h,0.597567,0.856448
409,283,109,34,5.584139,1291.0,Phryne,,167,2018icar..299...84h,0.378155,0.634519
410,283,281,56,5.584139,1291.0,Phryne,,167,2018icar..299...84h,0.357044,0.615387
722,450,285,74,22.9924,1353.0,Maartje,,167,2018icar..299...84h,0.569293,0.718387
723,450,120,42,22.9925,1353.0,Maartje,,167,2018icar..299...84h,0.604613,0.839683
929,567,9,-64,18.5833,742.0,Edisona,,167,2018icar..299...84h,0.581304,0.688096
930,567,170,-39,18.5832,742.0,Edisona,,167,2018icar..299...84h,0.508846,0.670041
1017,616,268,44,6.350322,562.0,Salome,,167,2018icar..299...84h,0.77873,0.722243
1018,616,54,56,6.350319,562.0,Salome,,167,2018icar..299...84h,0.746485,0.607273
1266,756,128,-43,44.677,1075.0,Helina,,167,2018icar..299...84h,0.393098,0.513003
1267,756,281,-45,44.6768,1075.0,Helina,,167,2018icar..299...84h,0.401529,0.552125
1275,761,231,66,9.3751,1339.0,Desagneauxa,,167,2018icar..299...84h,0.436422,0.466939
1276,761,106,73,9.37509,1339.0,Desagneauxa,,167,2018icar..299...84h,0.466122,0.59982
1353,802,80,-59,6.256099,1723.0,Klemola,,167,2018icar..299...84h,0.564144,0.665561
1354,802,253,-36,6.256098,1723.0,Klemola,,167,2018icar..299...84h,0.546725,0.647168
1373,814,124,-41,5.679,1557.0,Roehla,,167,2018icar..299...84h,0.656926,0.790898
1374,814,327,-55,5.679,1557.0,Roehla,,167,2018icar..299...84h,0.632095,0.812724
1697,991,310,63,16.46836,6136.0,Gryphon,,167,2018icar..299...84h,0.715388,0.901859
1698,991,88,52,16.46837,6136.0,Gryphon,,167,2018icar..299...84h,0.695394,0.9185
